person_id	full_name	given_name	last_name	author_wikidata	author_wikidata_label	author_viaf	author_lccn	gender	elite_institution	graduate_degree	mfa_degree	iowa_mfa_person_id	stegner	role	prize_institution	prize_name	prize_year	prize_genre	prize_type	prize_amount	title_of_winning_book
2170	Susan Mitchell	Susan	Mitchell	Q7648194	Susan Mitchell	30916517	n83157685	female	Columbia University	graduate				winner	Lannan Foundation	Lannan Award	1992	poetry	career	150000.0	
2287	Valeria Luiselli	Valeria	Luiselli	Q15449810	Valeria Luiselli	160575889	no2011082216	female	Columbia University	graduate				winner	MacArthur Foundation	MacArthur Fellowship	2019	no genre	career	625000.0	
2300	Vickie Sciacca	Vickie	Sciacca					female	Columbia University	graduate				judge	New Literary Project (University of California, Berkeley and Lafayette Library)	Joyce Carol Oates Literary Prize/Simpson Family	2017	prose	career	50000.0	
956	Jaimy Gordon	Jaimy	Gordon	Q1678769	Jaimy Gordon	61724782	n79132440	female	Brown University	graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1991	no genre	career	10000.0	
1090	Joanna Scott	Joanna	Scott	Q6205957	Joanna Scott	46798884	no91009696	female	Brown University	graduate				winner	Lannan Foundation	Lannan Award	1999	prose	career	150000.0	
1513	Marilynne Robinson	Marilynne	Robinson	Q253926	Marilynne Robinson	16729	n80090696	female	Brown University	graduate				winner	Tulsa Library Trust	Helmerich Distinguished Author Award	2020	prose	career	40000.0	
1513	Marilynne Robinson	Marilynne	Robinson	Q253926	Marilynne Robinson	16729	n80090696	female	Brown University	graduate				winner	American Academy of Arts and Letters	Mildred And Harold Strauss Livings	1998	prose	career	100000.0	
1880	Rebecca Goldstein	Rebecca	Goldstein	Q766723	Rebecca Goldstein	97856142	n83017737	female	Barnard College, Harvard University	graduate				winner	Whiting Foundation	Whiting Award	1991	no genre	career	50000.0	
438	Cristina García	Cristina	García	Q5186349	Cristina García	46837851	n92051709	female	Barnard College	graduate				winner	MacArthur Foundation	MacArthur Fellowship	2020	no genre	career	625000.0	
438	Cristina García	Cristina	García	Q5186349	Cristina García	46837851	n92051709	female	Barnard College	graduate				judge	United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)	USA Fellowship	2012	no genre	career	50000.0	
438	Cristina García	Cristina	García	Q5186349	Cristina García	46837851	n92051709	female	Barnard College	graduate				winner	Whiting Foundation	Whiting Award	1996	no genre	career	50000.0	
1521	Marjorie Perloff	Marjorie	Perloff	Q6766320	Marjorie Perloff	108282671	n79042133	female	Barnard College	graduate				judge	Yale University	Bollingen Prize for Poetry	2011	poetry	career	10000.0	
1559	Mary Gordon	Mary	Gordon	Q433994	Mary Gordon	110431409	n77012543	female	Barnard College	graduate				judge	American Academy of Arts and Letters	Arts and Letters Awards	2009	no genre	career	10000.0	
1559	Mary Gordon	Mary	Gordon	Q433994	Mary Gordon	110431409	n77012543	female	Barnard College	graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	2006	no genre	career	10000.0	
1559	Mary Gordon	Mary	Gordon	Q433994	Mary Gordon	110431409	n77012543	female	Barnard College	graduate				judge	American Academy of Arts and Letters	Award of Merit Medal in the Novel	2009	prose	career	25000.0	
1559	Mary Gordon	Mary	Gordon	Q433994	Mary Gordon	110431409	n77012543	female	Barnard College	graduate				judge	American Academy of Arts and Letters	E. M. Forster Award	2009	no genre	career	10000.0	
1559	Mary Gordon	Mary	Gordon	Q433994	Mary Gordon	110431409	n77012543	female	Barnard College	graduate				judge	American Academy of Arts and Letters	Harold D. Vursell Memorial Award	2009	prose	career	20000.0	
1559	Mary Gordon	Mary	Gordon	Q433994	Mary Gordon	110431409	n77012543	female	Barnard College	graduate				judge	American Academy of Arts and Letters	Metcalf Awards	2009	no genre	career	10000.0	
2	A. E. Stallings	A. E.	Stallings	Q4647732	A. E. Stallings	38709449	n99056867	female		graduate				winner	American Academy of Arts and Letters	Benjamin H. Danks Award	2008	no genre	career	20000.0	
2	A. E. Stallings	A. E.	Stallings	Q4647732	A. E. Stallings	38709449	n99056867	female		graduate				winner	MacArthur Foundation	MacArthur Fellowship	2011	no genre	career	500000.0	
2	A. E. Stallings	A. E.	Stallings	Q4647732	A. E. Stallings	38709449	n99056867	female		graduate				winner	United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)	USA Fellowship	2011	no genre	career	50000.0	
76	Alice McDermott	Alice	McDermott	Q1242948	Alice McDermott	87874048	n81122668	female		graduate				winner	Whiting Foundation	Whiting Award	1987	no genre	career	50000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2020	poetry	career	25000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2019	poetry	career	25000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2018	poetry	career	25000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2017	poetry	career	25000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2016	poetry	career	25000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Poets & Writers	Jackson Poetry Prize	2019	poetry	career	75000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Wallace Stevens Award	2020	poetry	career	100000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Wallace Stevens Award	2019	poetry	career	100000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Wallace Stevens Award	2018	poetry	career	100000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Wallace Stevens Award	2017	poetry	career	100000.0	
83	Alicia Ostriker	Alicia	Ostriker	Q21623	Alicia Ostriker	79060171	n80139339	female		graduate				judge	Academy of American Poets	Wallace Stevens Award	2016	poetry	career	100000.0	
86	Alison Rollins	Alison	Rollins	Q56285064	Alison C. Rollins	15153470792345080171	n2018047739	female		graduate				winner	Poetry Foundation	Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship	2016	poetry	career	25800.0	
96	Allison Glock	Allison	Glock	Q4732751	Allison Glock	65829676	n2002041005	female		graduate				winner	Whiting Foundation	Whiting Award	2004	no genre	career	50000.0	
141	Ann Beattie	Ann	Beattie	Q452145	Ann Beattie	78747728	n79141242	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1980	no genre	career	10000.0	
148	Ann Pancake	Ann	Pancake	Q4766602	Ann Pancake	48570273	n2001029904	female		graduate				winner	Whiting Foundation	Whiting Award	2003	no genre	career	50000.0	
154	Anne Carson	Anne	Carson	Q2633699	Anne Carson	110404294	n85370220	female		graduate				winner	Lannan Foundation	Lannan Award	1996	poetry	career	150000.0	
154	Anne Carson	Anne	Carson	Q2633699	Anne Carson	110404294	n85370220	female		graduate				winner	MacArthur Foundation	MacArthur Fellowship	2000	no genre	career	500000.0	
167	Annie Dillard	Annie	Dillard	Q176558	Annie Dillard	110370444	n50025520	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1998	no genre	career	10000.0	
167	Annie Dillard	Annie	Dillard	Q176558	Annie Dillard	110370444	n50025520	female		graduate				judge	Yale University	Bollingen Prize for Poetry	1985	poetry	career	10000.0	
170	Annie Proulx	Annie	Proulx	Q229840	Annie Proulx	113957087	n80091138	female		graduate				winner	United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)	USA Fellowship	2012	no genre	career	50000.0	
214	Barbara Ehrenreich	Barbara	Ehrenreich	Q283659	Barbara Ehrenreich	59131317	n50030509	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	2007	no genre	career	10000.0	
246	Betty Sue Flowers	Betty Sue	Flowers	Q4898979	Betty Sue Flowers	59124076	n87887457	female		graduate				judge	Library of Congress	Rebekah Johnson Bobbitt National Prize For Poetry	2020	poetry	career	10000.0	
246	Betty Sue Flowers	Betty Sue	Flowers	Q4898979	Betty Sue Flowers	59124076	n87887457	female		graduate				judge	Library of Congress	Rebekah Johnson Bobbitt National Prize For Poetry	2018	poetry	career	10000.0	
246	Betty Sue Flowers	Betty Sue	Flowers	Q4898979	Betty Sue Flowers	59124076	n87887457	female		graduate				judge	Library of Congress	Rebekah Johnson Bobbitt National Prize For Poetry	2016	poetry	career	10000.0	
246	Betty Sue Flowers	Betty Sue	Flowers	Q4898979	Betty Sue Flowers	59124076	n87887457	female		graduate				judge	Library of Congress	Rebekah Johnson Bobbitt National Prize For Poetry	2012	poetry	career	10000.0	
246	Betty Sue Flowers	Betty Sue	Flowers	Q4898979	Betty Sue Flowers	59124076	n87887457	female		graduate				judge	Library of Congress	Rebekah Johnson Bobbitt National Prize For Poetry	2008	poetry	career	10000.0	
246	Betty Sue Flowers	Betty Sue	Flowers	Q4898979	Betty Sue Flowers	59124076	n87887457	female		graduate				judge	Library of Congress	Rebekah Johnson Bobbitt National Prize For Poetry	2006	poetry	career	10000.0	
261	Bobbie Ann Mason	Bobbie Ann	Mason	Q4934621	Bobbie Ann Mason	110234492	n82048867	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1984	no genre	career	10000.0	
275	Brenda Wineapple	Brenda	Wineapple	Q4960790	Brenda Wineapple	54265656	n88234661	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	2014	no genre	career	10000.0	
301	C. E. Morgan	C. E.	Morgan	Q5006091	C.E. Morgan	14238477	n2008022054	female		graduate				winner	Yale University	Windham Campbell Prize	2016	prose	career	165000.0	
369	Cherrie Moraga	Cherrie	Moraga	Q5092562	Cherríe Moraga	8309640	n81136439	female		graduate				winner	United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)	USA Fellowship	2007	no genre	career	50000.0	
427	Connie Deanovich	Connie	Deanovich	Q13563249	Connie Deanovich	4188387	n95121341	female		graduate				winner	Whiting Foundation	Whiting Award	1997	no genre	career	50000.0	
444	Cynthia Macdonald	Cynthia	Macdonald	Q5200115	Cynthia Macdonald	27098677	n79123602	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1977	no genre	career	10000.0	
444	Cynthia Macdonald	Cynthia	Macdonald	Q5200115	Cynthia Macdonald	27098677	n79123602	female		graduate				winner	Folger Shakespeare Library	O. B. Hardison Poetry Prize	1992	poetry	career	10000.0	
445	Cynthia Ozick	Cynthia	Ozick	Q444849	Cynthia Ozick	110575264	n80046659	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1973	no genre	career	10000.0	
445	Cynthia Ozick	Cynthia	Ozick	Q444849	Cynthia Ozick	110575264	n80046659	female		graduate				winner	Lannan Foundation	Lannan Award	2000	prose	career	150000.0	
445	Cynthia Ozick	Cynthia	Ozick	Q444849	Cynthia Ozick	110575264	n80046659	female		graduate				winner	American Academy of Arts and Letters	Mildred And Harold Strauss Livings	1983	prose	career	100000.0	
480	Danielle Legrosgeorge	Danielle	Legrosgeorge					female		graduate				judge	Library of Congress	Rebekah Johnson Bobbitt National Prize For Poetry	2016	poetry	career	10000.0	
481	Danielle McLaughlin	Danielle	McLaughlin					female		graduate				winner	Yale University	Windham Campbell Prize	2019	prose	career	165000.0	
582	Doireannn Níghríofa	Doireannn	Níghríofa					female		graduate				winner	Lannan Foundation	Lannan Fellowship	2018	poetry	career	50000.0	
586	Don Mee Choi	Don Mee	Choi	Q20880969	Don Mee Choi	523160483611104990799	no2006053846	female		graduate				winner	Lannan Foundation	Lannan Fellowship	2016	poetry	career	50000.0	
586	Don Mee Choi	Don Mee	Choi	Q20880969	Don Mee Choi	523160483611104990799	no2006053846	female		graduate				winner	Whiting Foundation	Whiting Award	2011	no genre	career	50000.0	
606	Dorothy Baker	Dorothy	Baker	Q5298302	Dorothy Baker	48211086	n85274412	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1964	no genre	career	10000.0	
608	Dorothy Hughes	Dorothy	Hughes	Q1778440	Dorothy B. Hughes	22143303	n88619429	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1973	no genre	career	10000.0	
651	Elaine Scarry	Elaine	Scarry					female		graduate				winner	American Academy of Arts and Letters	Morton Dauwen Zabel Award	2018	prose	career	10000.0	
658	Eleanor Ross Taylor	Eleanor Ross	Taylor	Q5354381	Eleanor Ross Taylor	27194788	n82224037	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1968	no genre	career	10000.0	
658	Eleanor Ross Taylor	Eleanor Ross	Taylor	Q5354381	Eleanor Ross Taylor	27194788	n82224037	female		graduate				winner	Poetry Foundation	Ruth Lilly Poetry Prize	2010	poetry	career	100000.0	
659	Eleanor Wilner	Eleanor	Wilner	Q5354413	Eleanor Wilner	110752455	n79064989	female		graduate				winner	MacArthur Foundation	MacArthur Fellowship	1991	no genre	career	500000.0	
664	Elise Paschen	Elise	Paschen	Q5361680	Elise Paschen	26317265	n95114041	female		graduate				judge	Library of Congress	Rebekah Johnson Bobbitt National Prize For Poetry	2020	poetry	career	10000.0	
669	Elizabeth Burke-Dain	Elizabeth	Burke-Dain					female		graduate				judge	Poetry Foundation	Ruth Lilly Poetry Prize	2017	poetry	career	100000.0	
677	Elizabeth Sewell	Elizabeth	Sewell	Q57053277	Elizabeth Sewell	33238360	n50001411	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1981	no genre	career	10000.0	
678	Elizabeth Spencer	Elizabeth	Spencer	Q5363538	Elizabeth Spencer	108893360	n50021199	female		graduate				winner	American Academy of Arts and Letters	Arts and Letters Awards	1952	no genre	career	10000.0	
678	Elizabeth Spencer	Elizabeth	Spencer	Q5363538	Elizabeth Spencer	108893360	n50021199	female		graduate				winner	American Academy of Arts and Letters	Award of Merit Medal in the Short Story	1983	prose	career	25000.0	
679	Elizabeth Spires	Elizabeth	Spires	Q5363542	Elizabeth Spires	33315258	n81030130	female		graduate				winner	Whiting Foundation	Whiting Award	1996	no genre	career	50000.0	
682	Elizabeth Willis	Elizabeth	Willis	Q5363731	Elizabeth Willis	33665446	n93018898	female		graduate				judge	Yale University	Bollingen Prize for Poetry	2015	poetry	career	10000.0	
684	Ellen Bass	Ellen	Bass	Q5364752	Ellen Bass	52332130	n50018411	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2020	poetry	career	25000.0	
684	Ellen Bass	Ellen	Bass	Q5364752	Ellen Bass	52332130	n50018411	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2019	poetry	career	25000.0	
684	Ellen Bass	Ellen	Bass	Q5364752	Ellen Bass	52332130	n50018411	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2018	poetry	career	25000.0	
684	Ellen Bass	Ellen	Bass	Q5364752	Ellen Bass	52332130	n50018411	female		graduate				judge	Academy of American Poets	Academy of American Poets Fellowship	2017	poetry	career	25000.0	
684	Ellen Bass	Ellen	Bass	Q5364752	Ellen Bass	52332130	n50018411	female		graduate				judge	Academy of American Poets	Wallace Stevens Award	2020	poetry	career	100000.0	
684	Ellen Bass	Ellen	Bass	Q5364752	Ellen Bass	52332130	n50018411	female		graduate				judge	Academy of American Poets	Wallace Stevens Award	2019	poetry	career	100000.0	
684	Ellen Bass	Ellen	Bass	Q5364752	Ellen Bass	52332130	n50018411	female		graduate				judge	Academy of American Poets	Wallace Stevens Award	2018	poetry	career	100000.0	
